TaskID,RecordDate,ScenarioCode,ScenarioName,DepartmentID,DepartmentName,CourseType,LabType,SessionType,TaskClass,BatchSize,ExamCriticalFlag,SkillCriticality,CPU_Demand,GPU_Demand,Memory_Demand,Bandwidth_Demand,ExpectedRuntime,ClassStartTime,ClassEndTime,ArrivalTime,Deadline,LatencyTolerance,ContinuitySensitivity,MigrationTolerance,EdgeQueueLength,NodeUtilization,NetworkRTT,PacketLossRate,LabOccupancy,NodeHealthScore,PredictedNextSlotLoad
VSDT-02847,2026-04-06,EXAM,Exam-week priority load,AUTO,Automotive Technology,Engine Simulation,EV Training Lab,Practice,Immersive Practical Session,34,1,1,85.22,72.91,22.86,84.53,18.27,2026-04-06 10:30:00,2026-04-06 12:30:00,2026-04-06 11:09:22,2026-04-06 11:40:26,98.72,0.987,0.058,9,0.457,28.95,0.499,0.578,0.925,0.899
VSDT-02848,2026-04-06,EDGE_STRESS,Edge-node congestion or partial failure,NEM,New Energy Materials,AI-Based Microstructure Analysis of Perovskite Solar Cells,Microscopy and Materials Imaging Lab,Simulation,Interactive Simulation,29,0,0.952,58.5,39.21,7.25,96.01,18.38,2026-04-06 13:30:00,2026-04-06 14:45:00,2026-04-06 14:19:03,2026-04-06 14:45:00,104.82,0.771,0.373,17,0.545,24.61,0.811,0.564,0.739,0.699
VSDT-02849,2026-04-06,OVERLAP,Overlapping practical classes,NEM,New Energy Materials,Hydrogen Storage Materials Simulation,Battery Materials Lab,Simulation,Interactive Simulation,56,0,0.898,50.77,90.36,22.55,144.79,20.3,2026-04-06 08:30:00,2026-04-06 09:45:00,2026-04-06 09:05:47,2026-04-06 09:28:35,90.45,0.913,0.174,12,0.837,17.69,0.334,0.724,0.888,0.894
VSDT-02850,2026-04-06,NORMAL,Normal teaching day,NEM,New Energy Materials,Photovoltaic Thin-Film Characterization,NEM Digital Simulation Laboratory,Assessment,Automated Assessment,31,1,1,34.81,67.14,8.17,90.22,20.66,2026-04-06 13:30:00,2026-04-06 15:15:00,2026-04-06 13:42:34,2026-04-06 14:11:26,115.92,0.934,0.144,7,0.398,26.34,0.146,0.5,0.938,0.301
VSDT-02851,2026-04-06,NORMAL,Normal teaching day,NEM,New Energy Materials,Photovoltaic Thin-Film Characterization,Battery Materials Lab,Sync,Content Synchronization,40,0,0.514,13.41,4.25,6.2,150.53,7.38,2026-04-06 13:30:00,2026-04-06 15:15:00,2026-04-06 13:32:21,2026-04-06 13:49:13,321.59,0.216,0.677,0,0.302,19.49,0.337,0.552,0.936,0.662
VSDT-02852,2026-04-06,EXAM,Exam-week priority load,IMFG,Intelligent Manufacturing,Industrial Process Monitoring,Smart Manufacturing Lab,Sync,Content Synchronization,23,1,0.481,30.19,10.32,5.76,175.06,9.83,2026-04-06 10:30:00,2026-04-06 12:15:00,2026-04-06 11:24:45,2026-04-06 11:39:28,222.26,0.272,0.707,9,0.627,35.91,0.325,0.512,0.989,0.73
VSDT-02853,2026-04-06,EXAM,Exam-week priority load,DMED,Digital Media,Media Pipeline Synchronization,3D Rendering Lab,Assessment,Automated Assessment,40,1,0.885,52.29,68.14,14.77,56.95,19.62,2026-04-06 13:30:00,2026-04-06 15:30:00,2026-04-06 14:06:35,2026-04-06 14:28:29,64.86,0.916,0.297,9,0.687,31.77,0.541,0.695,0.937,0.767
VSDT-02854,2026-04-06,EXAM,Exam-week priority load,NURS,Nursing Simulation,Patient Care Simulation,Virtual Nursing Simulation Lab,Simulation,Interactive Simulation,30,1,0.989,47.14,53.63,19.94,127.46,15.06,2026-04-06 13:30:00,2026-04-06 15:15:00,2026-04-06 14:46:15,2026-04-06 15:03:46,71.04,0.82,0.267,12,0.707,23.5,0.241,0.752,0.966,0.494
VSDT-02855,2026-04-06,EDGE_STRESS,Edge-node congestion or partial failure,AUTO,Automotive Technology,Automotive Fault Diagnosis,EV Training Lab,Simulation,Interactive Simulation,24,0,0.73,51.05,41.36,17.17,70.63,23.82,2026-04-06 15:30:00,2026-04-06 17:15:00,2026-04-06 15:36:27,2026-04-06 16:13:07,94.17,0.691,0.15,21,0.676,23.85,0.72,0.708,0.797,0.725
VSDT-02856,2026-04-06,NORMAL,Normal teaching day,ELEC,Electronics Training,Control Systems Simulation,Electronics Training Lab,Assessment,Automated Assessment,19,1,1,68.87,58.22,7.36,78.04,21.36,2026-04-06 13:30:00,2026-04-06 14:45:00,2026-04-06 14:24:04,2026-04-06 14:45:00,63.76,0.667,0.203,7,0.608,13.01,0.485,0.722,0.827,0.665
VSDT-02857,2026-04-06,OVERLAP,Overlapping practical classes,IMFG,Intelligent Manufacturing,CNC Virtual Workshop,CNC Simulation Lab,Practice,Immersive Practical Session,45,0,0.942,72.11,47.87,22.04,167.95,24.48,2026-04-06 08:30:00,2026-04-06 10:15:00,2026-04-06 09:39:00,2026-04-06 10:09:51,114.21,0.931,0.213,16,0.5,13.59,0.599,0.776,0.977,0.466
VSDT-02858,2026-04-06,NORMAL,Normal teaching day,NURS,Nursing Simulation,Clinical Assessment Lab,Virtual Nursing Simulation Lab,Simulation,Interactive Simulation,34,0,0.885,73.38,78.3,9.61,127.84,23.91,2026-04-06 08:30:00,2026-04-06 10:00:00,2026-04-06 09:26:13,2026-04-06 09:56:08,151.48,0.754,0.196,0,0.578,12.83,0.298,0.619,0.92,0.557
VSDT-02859,2026-04-06,EXAM,Exam-week priority load,DMED,Digital Media,Media Pipeline Synchronization,XR Media Studio,Assessment,Automated Assessment,23,1,0.94,50.49,58.53,13.38,69.51,9.04,2026-04-06 10:30:00,2026-04-06 12:15:00,2026-04-06 11:05:27,2026-04-06 11:28:06,101.7,0.697,0.326,6,0.596,40.64,0.15,0.589,0.848,0.811
VSDT-02860,2026-04-06,NORMAL,Normal teaching day,NEM,New Energy Materials,AI-Based Microstructure Analysis of Perovskite Solar Cells,Photovoltaic Characterization Lab,Analytics,Background Analytics,34,0,0.344,91.11,24.68,27.25,19.71,32.74,2026-04-06 10:30:00,2026-04-06 11:45:00,2026-04-06 11:00:04,2026-04-06 11:36:48,285.6,0.146,0.65,3,0.633,22.64,0.221,0.752,0.952,0.387
VSDT-02861,2026-04-06,EDGE_STRESS,Edge-node congestion or partial failure,ELEC,Electronics Training,Control Systems Simulation,Power Electronics Lab,Practice,Immersive Practical Session,34,0,0.79,58.42,89.29,23.91,119.11,26.07,2026-04-06 13:30:00,2026-04-06 15:00:00,2026-04-06 14:35:30,2026-04-06 15:00:00,80.72,0.827,0.196,21,0.579,35.81,0.404,0.735,0.858,0.677
VSDT-02862,2026-04-06,NET_DEG,Network degradation,IMFG,Intelligent Manufacturing,Production Line Digital Twin,Smart Manufacturing Lab,Simulation,Interactive Simulation,28,0,0.896,34.46,61.8,14.17,102.1,22.63,2026-04-06 15:30:00,2026-04-06 17:00:00,2026-04-06 15:58:16,2026-04-06 16:26:48,125.46,0.866,0.274,2,0.406,97.23,2.883,0.535,0.864,0.745
VSDT-02863,2026-04-06,OVERLAP,Overlapping practical classes,NEM,New Energy Materials,Cathode Material Preparation Digital Twin,NEM Digital Simulation Laboratory,Analytics,Background Analytics,54,0,0.33,84.63,38.59,24.54,41.87,60.01,2026-04-06 15:30:00,2026-04-06 17:15:00,2026-04-06 15:54:12,2026-04-06 16:50:03,433.86,0.19,0.849,14,0.585,18.21,0.092,0.897,0.962,0.757
VSDT-02864,2026-04-06,EDGE_STRESS,Edge-node congestion or partial failure,NEM,New Energy Materials,Fuel-Cell Catalyst Characterization,Battery Materials Lab,Assessment,Automated Assessment,25,0,1,62.64,23.47,6.42,74.86,18.32,2026-04-06 15:30:00,2026-04-06 17:15:00,2026-04-06 16:41:53,2026-04-06 17:07:14,141.21,0.781,0.227,22,0.746,18.79,0.08,0.709,0.777,0.596
VSDT-02865,2026-04-06,NORMAL,Normal teaching day,NEM,New Energy Materials,High-Resolution Microscopy Stream Analysis,Battery Materials Lab,Simulation,Interactive Simulation,39,0,0.925,60.18,84.41,13.06,139.72,22.09,2026-04-06 13:30:00,2026-04-06 15:30:00,2026-04-06 15:00:49,2026-04-06 15:30:00,143.62,0.741,0.141,3,0.567,10.77,0.664,0.71,0.915,0.61
VSDT-02866,2026-04-06,OVERLAP,Overlapping practical classes,NEM,New Energy Materials,Cathode Material Preparation Digital Twin,Battery Materials Lab,Practice,Immersive Practical Session,47,0,0.987,90.69,53.81,24.42,181.95,45.45,2026-04-06 13:30:00,2026-04-06 14:45:00,2026-04-06 13:43:22,2026-04-06 14:28:44,90.44,0.945,0.189,8,0.785,32.56,0.218,0.85,0.908,0.608
VSDT-02867,2026-04-06,EDGE_STRESS,Edge-node congestion or partial failure,DMED,Digital Media,Interactive Design Practical,XR Media Studio,Analytics,Background Analytics,20,0,0.321,50.52,30.66,28.45,28.36,35.2,2026-04-06 13:30:00,2026-04-06 15:15:00,2026-04-06 14:27:12,2026-04-06 15:05:22,241.86,0.23,0.962,24,0.619,22.62,0.363,0.736,0.83,0.63
VSDT-02868,2026-04-06,NET_DEG,Network degradation,DMED,Digital Media,XR Content Studio,3D Rendering Lab,Analytics,Background Analytics,26,0,0.217,48.0,40.88,17.32,50.65,43.51,2026-04-06 10:30:00,2026-04-06 12:15:00,2026-04-06 11:23:09,2026-04-06 12:15:00,490.79,0.309,0.832,5,0.319,46.7,3.559,0.67,0.924,0.721
VSDT-02869,2026-04-06,NORMAL,Normal teaching day,IMFG,Intelligent Manufacturing,Industrial Process Monitoring,Smart Manufacturing Lab,Practice,Immersive Practical Session,26,0,0.787,69.3,50.83,24.99,111.39,38.48,2026-04-06 13:30:00,2026-04-06 15:00:00,2026-04-06 13:53:45,2026-04-06 14:43:29,127.28,0.826,0.104,4,0.605,13.56,0.379,0.544,0.98,0.301
VSDT-02870,2026-04-06,NET_DEG,Network degradation,NEM,New Energy Materials,Cathode Material Preparation Digital Twin,Battery Materials Lab,Simulation,Interactive Simulation,32,0,0.777,45.61,24.3,19.64,103.69,22.93,2026-04-06 08:30:00,2026-04-06 10:30:00,2026-04-06 10:08:30,2026-04-06 10:30:00,145.95,0.903,0.21,0,0.543,74.49,3.134,0.617,0.859,0.667
VSDT-02871,2026-04-06,NET_DEG,Network degradation,ELEC,Electronics Training,Sensor Calibration and Data Logging,Electronics Training Lab,Assessment,Automated Assessment,35,1,1,37.55,35.9,5.41,63.79,15.29,2026-04-06 08:30:00,2026-04-06 10:15:00,2026-04-06 09:32:07,2026-04-06 09:51:39,97.06,0.726,0.258,4,0.343,82.01,3.626,0.401,0.821,0.594
VSDT-02872,2026-04-06,NORMAL,Normal teaching day,ELEC,Electronics Training,Sensor Calibration and Data Logging,Electronics Training Lab,Analytics,Background Analytics,25,0,0.251,60.66,2.78,17.83,31.09,53.82,2026-04-06 10:30:00,2026-04-06 12:30:00,2026-04-06 10:50:13,2026-04-06 11:59:46,298.04,0.132,0.842,2,0.452,33.54,0.477,0.666,0.839,0.527
VSDT-02873,2026-04-06,EXAM,Exam-week priority load,DMED,Digital Media,Interactive Design Practical,XR Media Studio,Assessment,Automated Assessment,24,1,1,40.11,46.6,11.33,45.44,16.35,2026-04-06 15:30:00,2026-04-06 17:00:00,2026-04-06 15:48:48,2026-04-06 16:13:51,91.48,0.803,0.187,6,0.502,40.63,0.333,0.554,0.865,0.671
VSDT-02874,2026-04-06,NORMAL,Normal teaching day,NURS,Nursing Simulation,Clinical Assessment Lab,Virtual Nursing Simulation Lab,Sync,Content Synchronization,40,0,0.293,42.01,0.74,8.72,76.78,8.7,2026-04-06 10:30:00,2026-04-06 12:00:00,2026-04-06 11:22:32,2026-04-06 11:36:19,236.47,0.319,0.842,5,0.321,28.26,0.876,0.635,0.975,0.389
VSDT-02875,2026-04-06,EDGE_STRESS,Edge-node congestion or partial failure,NEM,New Energy Materials,Advanced Battery Management Systems and Material Characterization,Battery Materials Lab,Assessment,Automated Assessment,43,1,0.959,36.51,68.48,17.23,73.12,10.89,2026-04-06 15:30:00,2026-04-06 17:00:00,2026-04-06 15:57:29,2026-04-06 16:20:40,100.58,0.794,0.269,18,0.588,36.14,0.845,0.668,0.644,0.758
VSDT-02876,2026-04-06,EDGE_STRESS,Edge-node congestion or partial failure,ELEC,Electronics Training,Power Electronics Lab,Power Electronics Lab,Assessment,Automated Assessment,25,0,0.843,30.35,25.09,12.07,27.21,15.25,2026-04-06 13:30:00,2026-04-06 14:45:00,2026-04-06 13:31:33,2026-04-06 14:03:10,143.05,0.902,0.446,16,0.77,10.85,0.974,0.654,0.728,0.603
VSDT-02877,2026-04-06,NET_DEG,Network degradation,NEM,New Energy Materials,Photovoltaic Thin-Film Characterization,Photovoltaic Characterization Lab,Assessment,Automated Assessment,27,1,1,40.09,20.86,8.25,33.26,23.58,2026-04-06 10:30:00,2026-04-06 12:30:00,2026-04-06 11:19:30,2026-04-06 11:49:33,102.11,0.898,0.309,4,0.496,73.33,4.326,0.628,0.862,0.749
VSDT-02878,2026-04-06,EXAM,Exam-week priority load,NEM,New Energy Materials,Supercapacitor Electrode Testing,Microscopy and Materials Imaging Lab,Analytics,Background Analytics,41,1,0.462,83.11,40.14,11.66,71.22,49.8,2026-04-06 13:30:00,2026-04-06 15:30:00,2026-04-06 14:14:44,2026-04-06 15:03:05,287.22,0.3,0.833,3,0.674,21.19,0.954,0.596,0.988,0.858
VSDT-02879,2026-04-06,NET_DEG,Network degradation,NURS,Nursing Simulation,Virtual Ward Monitoring,Virtual Nursing Simulation Lab,Simulation,Interactive Simulation,40,0,0.854,71.64,48.27,19.61,127.14,20.23,2026-04-06 13:30:00,2026-04-06 15:00:00,2026-04-06 14:33:47,2026-04-06 14:57:21,149.07,0.758,0.255,7,0.416,115.45,5.113,0.67,0.893,0.355
VSDT-02880,2026-04-06,OVERLAP,Overlapping practical classes,NEM,New Energy Materials,Cathode Material Preparation Digital Twin,Battery Materials Lab,Simulation,Interactive Simulation,33,0,0.926,37.64,61.02,11.79,48.06,28.53,2026-04-06 13:30:00,2026-04-06 15:30:00,2026-04-06 14:08:56,2026-04-06 14:51:04,159.81,0.774,0.306,6,0.777,33.43,0.192,0.648,0.855,0.537
VSDT-02881,2026-04-06,NET_DEG,Network degradation,IMFG,Intelligent Manufacturing,Robot Cell Control,CNC Simulation Lab,Sync,Content Synchronization,20,0,0.424,14.09,10.75,5.64,84.8,16.79,2026-04-06 13:30:00,2026-04-06 14:45:00,2026-04-06 13:49:49,2026-04-06 14:12:33,320.85,0.427,0.626,1,0.527,104.33,3.404,0.525,0.807,0.701
VSDT-02882,2026-04-06,NET_DEG,Network degradation,ELEC,Electronics Training,Power Electronics Lab,Power Electronics Lab,Analytics,Background Analytics,23,0,0.467,41.01,30.13,14.46,26.45,27.65,2026-04-06 13:30:00,2026-04-06 14:45:00,2026-04-06 13:58:42,2026-04-06 14:44:30,298.52,0.224,0.96,7,0.602,86.78,5.593,0.381,0.758,0.433
VSDT-02883,2026-04-06,NORMAL,Normal teaching day,NURS,Nursing Simulation,Patient Care Simulation,Virtual Nursing Simulation Lab,Assessment,Automated Assessment,23,0,0.884,59.79,14.79,10.59,37.55,10.58,2026-04-06 10:30:00,2026-04-06 12:30:00,2026-04-06 10:33:05,2026-04-06 10:57:25,124.5,0.659,0.172,2,0.543,34.18,0.719,0.761,0.956,0.493
VSDT-02884,2026-04-06,OVERLAP,Overlapping practical classes,AUTO,Automotive Technology,Sensor Calibration Lab,Automotive Simulation Lab,Sync,Content Synchronization,33,0,0.335,13.44,6.22,7.43,144.74,16.85,2026-04-06 08:30:00,2026-04-06 10:15:00,2026-04-06 09:05:51,2026-04-06 09:33:45,287.85,0.238,0.705,13,0.525,13.5,0.347,0.622,0.945,0.757
VSDT-02885,2026-04-06,NET_DEG,Network degradation,NEM,New Energy Materials,Battery Thermal Safety Visualization,Microscopy and Materials Imaging Lab,Simulation,Interactive Simulation,35,0,0.961,47.13,76.04,11.83,38.69,16.5,2026-04-06 15:30:00,2026-04-06 17:15:00,2026-04-06 16:55:17,2026-04-06 17:15:00,70.94,0.763,0.161,6,0.341,49.94,4.988,0.595,0.942,0.423
VSDT-02886,2026-04-06,EDGE_STRESS,Edge-node congestion or partial failure,AUTO,Automotive Technology,Battery Pack Safety Demonstration,Automotive Simulation Lab,Assessment,Automated Assessment,18,1,1,52.74,32.04,12.24,76.73,11.32,2026-04-06 15:30:00,2026-04-06 17:30:00,2026-04-06 15:35:11,2026-04-06 15:49:27,70.8,0.921,0.225,16,0.733,18.53,0.578,0.576,0.822,0.995
VSDT-02887,2026-04-06,NET_DEG,Network degradation,NURS,Nursing Simulation,Virtual Ward Monitoring,Clinical Skills Lab,Practice,Immersive Practical Session,40,0,0.841,66.2,59.09,28.84,146.75,43.83,2026-04-06 15:30:00,2026-04-06 17:00:00,2026-04-06 15:37:24,2026-04-06 16:27:12,92.86,0.854,0.195,2,0.599,91.36,5.244,0.684,0.844,0.375
VSDT-02888,2026-04-06,NET_DEG,Network degradation,NEM,New Energy Materials,Cathode Material Preparation Digital Twin,Battery Materials Lab,Simulation,Interactive Simulation,39,0,0.8,44.38,31.41,16.26,104.4,12.07,2026-04-06 10:30:00,2026-04-06 12:00:00,2026-04-06 10:47:13,2026-04-06 11:14:07,84.06,0.88,0.323,3,0.293,115.79,5.97,0.428,0.887,0.746
VSDT-02889,2026-04-06,EXAM,Exam-week priority load,DMED,Digital Media,Interactive Design Practical,XR Media Studio,Practice,Immersive Practical Session,18,1,0.917,69.78,44.75,19.26,174.09,34.88,2026-04-06 15:30:00,2026-04-06 16:45:00,2026-04-06 16:00:03,2026-04-06 16:45:00,112.59,0.847,0.109,9,0.612,33.29,0.691,0.932,0.891,0.714
VSDT-02890,2026-04-06,NORMAL,Normal teaching day,NURS,Nursing Simulation,Patient Care Simulation,Virtual Nursing Simulation Lab,Analytics,Background Analytics,42,0,0.237,69.25,7.34,9.72,55.35,40.11,2026-04-06 10:30:00,2026-04-06 12:30:00,2026-04-06 11:50:36,2026-04-06 12:30:00,442.09,0.196,0.787,0,0.584,8.53,0.076,0.76,0.88,0.657
VSDT-02891,2026-04-06,NET_DEG,Network degradation,NEM,New Energy Materials,Cathode Material Preparation Digital Twin,Battery Materials Lab,Analytics,Background Analytics,18,0,0.397,46.01,10.06,22.47,49.36,55.51,2026-04-06 08:30:00,2026-04-06 10:00:00,2026-04-06 09:19:06,2026-04-06 10:00:00,291.27,0.242,0.82,3,0.289,59.11,3.646,0.557,0.783,0.514
VSDT-02892,2026-04-06,EDGE_STRESS,Edge-node congestion or partial failure,AUTO,Automotive Technology,EV Maintenance Practical,EV Training Lab,Simulation,Interactive Simulation,29,0,0.834,35.97,61.54,18.33,93.45,12.18,2026-04-06 13:30:00,2026-04-06 15:00:00,2026-04-06 13:40:49,2026-04-06 14:10:10,92.41,0.713,0.161,23,0.557,35.43,0.414,0.779,0.658,0.68
VSDT-02893,2026-04-06,NORMAL,Normal teaching day,NEM,New Energy Materials,Supercapacitor Electrode Testing,Battery Materials Lab,Practice,Immersive Practical Session,46,0,0.966,62.6,85.84,21.21,150.91,26.45,2026-04-06 10:30:00,2026-04-06 12:30:00,2026-04-06 11:24:34,2026-04-06 12:02:34,105.18,0.883,0.233,4,0.575,39.98,0.733,0.739,0.977,0.324
VSDT-02894,2026-04-06,NET_DEG,Network degradation,ELEC,Electronics Training,Control Systems Simulation,Power Electronics Lab,Practice,Immersive Practical Session,20,0,0.991,72.51,62.62,21.56,114.78,26.3,2026-04-06 15:30:00,2026-04-06 17:30:00,2026-04-06 15:46:28,2026-04-06 16:24:40,110.86,0.922,0.103,2,0.367,110.21,1.929,0.602,0.909,0.688
VSDT-02895,2026-04-06,NET_DEG,Network degradation,NEM,New Energy Materials,Advanced Battery Management Systems and Material Characterization,NEM Digital Simulation Laboratory,Assessment,Automated Assessment,34,0,0.952,39.45,24.81,10.38,61.57,13.01,2026-04-06 08:30:00,2026-04-06 10:15:00,2026-04-06 08:34:07,2026-04-06 08:58:42,97.12,0.918,0.424,2,0.532,102.12,4.366,0.572,0.917,0.43
VSDT-02896,2026-04-06,NET_DEG,Network degradation,IMFG,Intelligent Manufacturing,Quality Inspection Simulation,CNC Simulation Lab,Practice,Immersive Practical Session,39,0,0.868,65.34,64.17,13.45,145.51,39.82,2026-04-06 08:30:00,2026-04-06 10:00:00,2026-04-06 09:29:59,2026-04-06 10:00:00,73.32,0.989,0.204,3,0.608,100.02,3.614,0.686,0.83,0.304
VSDT-02897,2026-04-06,NORMAL,Normal teaching day,ELEC,Electronics Training,Sensor Calibration and Data Logging,Power Electronics Lab,Practice,Immersive Practical Session,23,0,0.934,61.53,57.35,30.46,139.85,36.79,2026-04-06 10:30:00,2026-04-06 12:15:00,2026-04-06 10:50:35,2026-04-06 11:41:58,83.97,0.98,0.102,3,0.561,37.66,0.77,0.415,0.875,0.584
VSDT-02898,2026-04-06,EXAM,Exam-week priority load,AUTO,Automotive Technology,Engine Simulation,Automotive Simulation Lab,Assessment,Automated Assessment,31,1,0.949,49.74,38.84,17.0,98.35,20.62,2026-04-06 08:30:00,2026-04-06 10:00:00,2026-04-06 09:31:09,2026-04-06 10:00:00,64.75,0.724,0.374,13,0.762,40.15,0.228,0.548,0.92,0.697
VSDT-02899,2026-04-06,EDGE_STRESS,Edge-node congestion or partial failure,ELEC,Electronics Training,Control Systems Simulation,Power Electronics Lab,Practice,Immersive Practical Session,18,0,0.888,56.4,58.05,17.96,154.57,15.5,2026-04-06 13:30:00,2026-04-06 15:30:00,2026-04-06 14:23:57,2026-04-06 14:53:24,105.7,0.851,0.058,20,0.752,11.49,0.619,0.456,0.85,0.545
VSDT-02900,2026-04-06,NORMAL,Normal teaching day,NEM,New Energy Materials,Electrochemical Impedance Spectroscopy for Solid-State Batteries,Battery Materials Lab,Practice,Immersive Practical Session,41,0,1,92.55,59.78,27.76,207.09,25.55,2026-04-06 08:30:00,2026-04-06 10:30:00,2026-04-06 09:37:35,2026-04-06 10:07:25,61.21,1,0.099,5,0.3,39.11,0.47,0.523,0.935,0.443
VSDT-02901,2026-04-06,NET_DEG,Network degradation,NURS,Nursing Simulation,Virtual Ward Monitoring,Clinical Skills Lab,Simulation,Interactive Simulation,23,0,0.74,32.96,67.73,13.43,55.37,13.74,2026-04-06 08:30:00,2026-04-06 10:00:00,2026-04-06 08:44:21,2026-04-06 09:15:17,151.47,0.96,0.234,5,0.532,104.06,3.125,0.762,0.875,0.55
VSDT-02902,2026-04-06,OVERLAP,Overlapping practical classes,NEM,New Energy Materials,Supercapacitor Electrode Testing,Battery Materials Lab,Simulation,Interactive Simulation,35,0,0.801,38.18,52.6,9.36,96.26,16.83,2026-04-06 08:30:00,2026-04-06 09:45:00,2026-04-06 08:40:39,2026-04-06 09:05:32,70.66,0.739,0.28,15,0.805,32.08,0.406,0.745,0.936,0.798
VSDT-02903,2026-04-06,NET_DEG,Network degradation,ELEC,Electronics Training,Control Systems Simulation,Power Electronics Lab,Simulation,Interactive Simulation,27,0,0.826,66.11,65.37,15.01,108.52,14.99,2026-04-06 13:30:00,2026-04-06 15:30:00,2026-04-06 14:52:44,2026-04-06 15:23:27,126.95,0.844,0.327,1,0.675,99.1,4.931,0.705,0.755,0.42
VSDT-02904,2026-04-06,EXAM,Exam-week priority load,DMED,Digital Media,Immersive Design Assessment,XR Media Studio,Assessment,Automated Assessment,27,1,0.982,56.21,21.55,6.29,78.41,15.85,2026-04-06 10:30:00,2026-04-06 12:15:00,2026-04-06 10:49:14,2026-04-06 11:09:16,127.87,0.684,0.347,2,0.665,17.28,0.907,0.595,0.983,0.514
VSDT-02905,2026-04-06,NORMAL,Normal teaching day,AUTO,Automotive Technology,EV Maintenance Practical,Automotive Simulation Lab,Simulation,Interactive Simulation,41,0,0.737,38.78,70.57,8.45,100.15,24.12,2026-04-06 13:30:00,2026-04-06 14:45:00,2026-04-06 14:05:51,2026-04-06 14:43:47,118.24,0.977,0.325,5,0.347,17.2,0.075,0.625,0.933,0.417
VSDT-02906,2026-04-06,NORMAL,Normal teaching day,IMFG,Intelligent Manufacturing,Production Line Digital Twin,CNC Simulation Lab,Simulation,Interactive Simulation,22,0,0.952,48.12,60.7,10.2,46.62,14.11,2026-04-06 08:30:00,2026-04-06 10:00:00,2026-04-06 08:33:41,2026-04-06 08:59:34,90.65,0.831,0.376,3,0.661,39.22,0.442,0.497,0.904,0.301
VSDT-02907,2026-04-06,NORMAL,Normal teaching day,IMFG,Intelligent Manufacturing,Robot Cell Control,Smart Manufacturing Lab,Practice,Immersive Practical Session,38,0,0.982,91.36,50.16,28.96,168.13,31.52,2026-04-06 15:30:00,2026-04-06 17:15:00,2026-04-06 16:28:26,2026-04-06 17:12:17,82.57,0.941,0.153,0,0.506,18.66,0.925,0.377,0.948,0.423
VSDT-02908,2026-04-06,NORMAL,Normal teaching day,NURS,Nursing Simulation,Emergency Response Practical,Clinical Skills Lab,Assessment,Automated Assessment,27,1,1,73.18,20.63,12.24,50.15,13.97,2026-04-06 13:30:00,2026-04-06 14:45:00,2026-04-06 14:05:00,2026-04-06 14:23:22,138.19,0.845,0.329,3,0.409,41.46,0.66,0.497,0.921,0.532
